"Gene ID","Description","Log2 FC MF/PF","-Log10(P-Value)","significance","Log2 FC PF/MF","Ratio H/L normalized Significance B","FC MF/PF","Significant","Annotation","Coordinates"
"Tb927.1.1020","hypothetical protein, conserved",0.8183504,0.707738251831327,"Not Significant",-0.8183504,0.196002562,1.76338855345386,NA,"Superfamily:SSF52047;;query 188-415;description=null","294228:295508 Forward"
"Tb927.1.180","retrotransposon hot spot protein 1 (RHS1), putative",0.8155038,0.639622357920363,"Not Significant",-0.8155038,0.229286055,1.75991261932353,NA,"InterPro:IPR006518 :Trypanosome RHS;TIGR_TIGRFAMS:TIGR01631;;query 46-804;description=Trypanosome RHS","69904:72405 Reverse"
"Tb927.11.7820","endonuclease/exonuclease/phosphatase, putative",0.8151231,0.704537534731773,"Not Significant",-0.8151231,0.197452422,1.75944827285879,NA,"L.major sequence has diverged from T. brucei and T. cruzi orthologues","2215857:2217500 Reverse"
"Tb927.10.12980","methyltransferase, putative",0.8148693,0.722878138062666,"Not Significant",-0.8148693,0.189287468,1.75913877661546,NA,"iprscan;InterPro:IPR001678 :Bacterial Fmu (Sun)/eukaryotic nucleolar NOL1/Nop2p;Pfam:PF01189;;score=1.1E-14;query 351-426;description=Bacterial Fmu (Sun)/eukaryotic nucleolar NOL1/Nop2p","3152688:3155108 Reverse;REV__>Tb927.10.6930 | hypothetical protein | iprscan;InterPro:IPR016158 :Cullin homology;Superfamily:SSF75632;;score=2.7E-9;query 708-836;description=Cullin homology | 1743059:1746559 Forward;REV__>Tb927.10.7290 | hypothetical protein, conserved | term=annotation;date=20110223;qualifier=added_contro lled_curation;qualifier=added_comment;curatorName=FLK | 1838047:1841514 Reverse"
"Tb927.4.2700","hydroxymethylglutaryl-CoA synthase, putative",0.8110674,0.766065198200815,"Not Significant",-0.8110674,0.171370002,1.75450906291588,NA,"mitochondrial localisation predicted by MitoCarta (PMID:20660476)","712839:714134 Forward"
"Tb927.4.2110","protein phosphatase 2C, putative",0.8109409,0.610191330531018,"Not Significant",-0.8109409,0.245362772,1.75435522883451,NA,"InterPro:IPR014045 :Protein phosphatase 2C, N-terminal;Pfam:PF00481;;query 32-286;description=Protein phosphatase 2C, N-terminal","546879:547823 Forward"
"Tb927.10.10320","dynein light chain, putative",0.8100048,0.859390626072526,"Not Significant",-0.8100048,0.138232249,1.7532172757629,NA,"iprscan;InterPro:IPR005334 :Tctex-1;PANTHER:PTHR21255;;score=4.3E-25;query 8-109;description=Tctex-1","2537407:2537736 Reverse"
"Tb927.7.1140","trypanothione/tryparedoxin dependent peroxidase 3",0.809853,0.717956241659855,"Not Significant",-0.809853,0.191444881,1.75303281239822,NA,"InterPro:IPR000889 :Glutathione peroxidase;Pfam:PF00255;;query 15-123;description=Glutathione peroxidase","292140:292670 Forward"
"Tb927.3.1720","hypothetical protein, conserved",0.8091702,0.717287519321688,"Not Significant",-0.8091702,0.191739893,1.75220333176416,NA,"mitochondrial localisation predicted by MitoCarta (PMID:20660476)","451199:451483 Reverse"
"Tb927.6.3980","hypothetical protein, conserved",0.8091198,0.60212106090001,"Not Significant",-0.8091198,0.249964848,1.75214212027949,NA,"PANTHER:PTHR13824;;query 41-156;description=null","1166942:1167805 Reverse"
"Tb927.6.4630","kinetoplastid-specific phospho-protein phosphatase, putative",0.8087153,0.716842030670928,"Not Significant",-0.8087153,0.191936676,1.7516509269787,NA,"InterPro:IPR004843 :Metallophosphoesterase;Pfam:PF00149;;query 101-326;description=Metallophosphoesterase","1292992:1294326 Forward"
"Tb927.10.12700","pyruvate dehydrogenase E1 alpha subunit, putative",0.8084878,0.634038338432949,"Not Significant",-0.8084878,0.232253176,1.75137472919866,NA,"mitochondrial localisation predicted by MitoCarta (PMID:20660476)","3083512:3084648 Reverse"
"Tb927.10.630","hypothetical protein, conserved",0.8079321,0.609971359884636,"Not Significant",-0.8079321,0.24548708,1.75070026127821,NA,"term=annotation;db_xref=PMID:21363968;date=20110218;qualifier=added_controlled_curation;qualifier=added_comment;curatorName=FLK","167947:169920 Forward"
"Tb927.3.4760","dynamin, putative",0.8021347,0.628999772809754,"Not Significant",-0.8021347,0.234963405,1.74367927344654,NA,"InterPro:IPR000375 :Dynamin central region;Pfam:PF01031;;query 214-487;description=Dynamin central region","1344510:1346492 Reverse"
"Tb927.3.1700","diacylglycerol acyltransferase, putative",0.7994705,0.689103334673344,"Not Significant",-0.7994705,0.204595777,1.74046222241626,NA,"InterPro:IPR007130 :Diacylglycerol acyltransferase;PANTHER:PTHR12317;;query 173-490;description=Diacylglycerol acyltransferase","446786:448258 Reverse"
"Tb927.10.14980","intraflagellar transport protein IFT52, putative",0.7979397,0.598493955709326,"Not Significant",-0.7979397,0.252061226,1.73861645010081,NA,"iprscan;PANTHER:PTHR12969;;score=3.7E-136;query 27-530;description=null","3658942:3660909 Forward"
"Tb927.1.220","retrotransposon hot spot protein 1 (RHS1), putative",0.7973629,0.751628405784469,"Not Significant",-0.7973629,0.177162416,1.73792147749985,NA,"InterPro:IPR006518 :Trypanosome RHS;Pfam:PF07999;;query 1-833;description=Trypanosome RHS","85854:88355 Reverse"
"Tb927.9.14470","ubiquitin carboxyl-terminal hydrolase, putative",0.7968114,0.751050019960916,"Not Significant",-0.7968114,0.177398515,1.7372572480579,NA,"curated by J. Mottram","2257508:2260993 Reverse"
"Tb927.3.4710","hypothetical protein, conserved",0.7946326,0.703112271101548,"Not Significant",-0.7946326,0.198101484,1.73463557181179,NA,"term=annotation;db_xref=PMID:21363968;date=20110218;qualifier=added_controlled_curation;qualifier=added_comment;curatorName=FLK","1330991:1332625 Reverse"
"Tb927.6.3290","intraflagellar transport protein 20, putative",0.7925569,0.837259306895599,"Not Significant",-0.7925569,0.145459032,1.73214163234524,NA,"term=other;date=20090610;qualifier=tritryp_UC=24480 , added_GO:0009425;curatorName=SAS","972730:973122 Forward"
"Tb927.2.1080","retrotransposon hot spot protein 5 (RHS5), putative",0.7921571,0.62112106006091,"Not Significant",-0.7921571,0.239264871,1.73166168733985,NA,"RHS5: pers. comm. Frederic Bringaud, CNRS/BordeauxII University. Belongs to the RHS family. (PMID:12455980)","179639:181663 Reverse"
"Tb927.9.9860","hypothetical protein, conserved",0.7910582,0.620255959306569,"Not Significant",-0.7910582,0.239741954,1.73034318382346,NA,"similar to HSP, ORP140, Calcium binding protein","1562466:1564628 Reverse"
"Tb927.8.3070","hypothetical protein, conserved",0.7908586,0.744819068303664,"Not Significant",-0.7908586,0.17996205,1.73010380363638,NA,"mitochondrial localisation predicted by MitoCarta (PMID:20660476)","923210:923647 Forward"
"Tb927.10.15540","predicted VPS53-like domain protein",0.7903596,0.698969239978403,"Not Significant",-0.7903596,0.200000352,1.72950549804323,NA,"iprscan;InterPro:IPR007234 :Vps53-like, N-terminal;Pfam:PF04100;;score=5.5E-33;query 26-397;description=Vps53-like, N-terminal","3814068:3816575 Forward"
"Tb927.11.5640","hypothetical protein, conserved",0.786547,0.640279537482337,"Not Significant",-0.786547,0.228939359,1.72494098003906,NA,"term=annotation;date=20110221;qualifier=added_contro lled_curation;qualifier=added_comment;curatorName=FLK","1593319:1596093 Could not determine strand"
"Tb927.3.3450","ADP-ribosylation factor-like protein 3A, putative",0.7860493,0.616318832005425,"Not Significant",-0.7860493,0.241925233,1.72434601364939,NA,"InterPro:IPR006689 :ARF/SAR superfamily;PRINTS:PR00328;;query 46-70;description=ARF/SAR superfamily","979573:980109 Forward"
"Tb927.10.12040","protein kinase, putative",0.7846818,0.586662995506029,"Not Significant",-0.7846818,0.25902221,1.7227123170674,NA,"iprscan;InterPro:IPR001245 :Tyrosine protein kinase;SMART:SM00219;;score=5.7E-13;query 22-310;description=Tyrosine protein kinase","2928033:2929274 Forward"
"Tb927.2.5660","adenylate kinase, putative",0.783241,0.585383167010749,"Not Significant",-0.783241,0.259786652,1.72099272641462,NA,"InterPro:IPR000850 :Adenylate kinase;Pfam:PF00406;;query 54-230;description=Adenylate kinase","1021719:1022501 Forward"
"Tb927.6.400","peptidase M20/M25/M40, putative",0.7821984,0.613299135344734,"Not Significant",-0.7821984,0.243613227,1.71974945685921,NA,"InterPro:IPR002933 :Peptidase M20;Pfam:PF01546;;query 95-464;description=Peptidase M20","190663:192090 Forward"
"Tb927.7.550","hypothetical protein, conserved",0.7817768,0.735357060571768,"Not Significant",-0.7817768,0.183925921,1.71924696643654,NA,"InterPro:IPR004170 :WWE;Pfam:PF02825;;query 82-138;description=WWE","111466:112965 Reverse"
"Tb927.11.2440","hypothetical protein, conserved",0.7809337,0.635110776898349,"Not Significant",-0.7809337,0.231680362,1.71824254511306,NA,"InterPro:IPR017901 :C-CAP/cofactor C-like domain;Prosite:PS51329;;query 266-416;description=C-CAP/cofactor C-like domain","719993:721615 Reverse"
"Tb927.11.8390","hypothetical protein, conserved",0.7807603,0.734301316205273,"Not Significant",-0.7807603,0.184373578,1.71803603899469,NA,"Superfamily:SSF47473;;query 212-295;description=null","2352023:2353288 Could not determine strand"
"Tb927.4.790","hypothetical protein, conserved",0.7802646,0.57817607809685,"Not Significant",-0.7802646,0.264133765,1.7174458351401,NA,"missing_note_qualifer","218135:218797 Reverse"
"Tb927.9.12000","hypothetical protein, conserved",0.7780364,0.576343828071342,"Not Significant",-0.7780364,0.265250476,1.7147953379647,NA,"InterPro:IPR005045 :Protein of unknown function DUF284, transmembrane eukaryotic;PANTHER:PTHR10926;;query 7-375;description=Protein of unknown function DUF284, transmembrane eukaryotic","1874085:1875251 Forward"
"Tb927.11.310","hypothetical protein, conserved",0.7771212,0.586999480694141,"Not Significant",-0.7771212,0.258821601,1.71370787112562,NA,"term=annotation;db_xref=PMID:21363968;date=20110218;qualifier=added_controlled_curation;qualifier=added_comment;curatorName=FLK","69110:71185 Reverse"
"Tb927.9.10570","predicted zinc finger protein",0.7758115,0.578802242801808,"Not Significant",-0.7758115,0.263753212,1.71215284759397,NA,"InterPro:IPR017455 :Zinc finger, FYVE-related;Prosite:PS50178;;query 255-314;description=Zinc finger, FYVE-related","1662759:1663724 Reverse"
"Tb927.11.8850","hypothetical protein, conserved",0.7754164,0.574192486587687,"Not Significant",-0.7754164,0.266567693,1.711684017419,NA,"tmhmm;;| 2437539:2437958 Could not determine strand",NA
"Tb927.7.1580","hypothetical protein, conserved",0.7750214,0.728353321625892,"Not Significant",-0.7750214,0.186916086,1.71121543423383,NA,"InterPro:IPR007258 :Vps52/Sac2;Pfam:PF04129;;query 497-595;description=Vps52/Sac2","395945:398620 Forward"
"Tb927.10.11590","nicotinate phosphoribosyltransferase, putative",0.7748732,0.728200025023485,"Not Significant",-0.7748732,0.186982075,1.7110396596626,NA,"iprscan;InterPro:IPR015977 :Nicotinate phosphoribosyltransferase-like;Pfam:PF04095;;score=7.3E-94;query 178-408;description=Nicotinate phosphoribosyltransferase-like","2827191:2828477 Forward"
"Tb927.10.14780","protein kinase, putative",0.7705351,0.604191260993089,"Not Significant",-0.7705351,0.248776148,1.70590239062117,NA,"curated by M. Parsons, P. Ward, J. Mottram","3604785:3605639 Reverse"
"Tb927.2.1140","retrotransposon hot spot protein (RHS, pseudogene), putative",0.7700431,0.809087797285856,"Not Significant",-0.7700431,0.155207321,1.70532072862372,NA,"N-terminal domain of an RHS3, interrupted by a RIME. Chimeric pseudogene between RHS1 (N-terminal domain) and RHS3 (C-terminal domain): pers. comm. Frederic Bringaud, CNRS/BordeauxII University. Belongs to the RHS family. (PMID:12455980)","197595:198616 Reverse"
"Tb927.10.11310","intraflagellar transport protein IFT55/IFT57, putative",0.7699445,0.573627094036575,"Not Significant",-0.7699445,0.266914954,1.70520418363441,NA,"iprscan;InterPro:IPR019530 :Intra-flagellar transport protein 57;PANTHER:PTHR16011;;score=2.6E-55;query 1-412;description=Intra-flagellar transport protein 57","2761335:2762576 Forward"
"Tb927.9.12170","leucine-rich repeat protein (LRRP), putative",0.7680516,0.677512288769491,"Not Significant",-0.7680516,0.210129831,1.70296832344556,NA,"InterPro:IPR001611 :Leucine-rich repeat;Pfam:PF00560;;query 43-63;description=Leucine-rich repeat","1902239:1903114 Forward"
"Tb927.10.14030","hypothetical protein, conserved",0.7666027,0.570687949548836,"Not Significant",-0.7666027,0.268727462,1.70125888927751,NA,"Signal peptide","3417589:3418938 Reverse"
"Tb927.10.6650","G10 protein homologue, putative",0.7664801,0.621883420355724,"Not Significant",-0.7664801,0.238845234,1.70111432270463,NA,"iprscan;InterPro:IPR001748 :G10 protein;PANTHER:PTHR19411;;score=6.5E-32;query 78-212;description=G10 protein","1683471:1684196 Forward"
"Tb927.7.1600","C-1-tetrahydrofolate synthase, cytoplasmic, putative",0.7662101,0.621637440067531,"Not Significant",-0.7662101,0.238980552,1.70079598939248,NA,"InterPro:IPR016040 :NAD(P)-binding;Superfamily:SSF51735;;query 125-296;description=NAD(P)-binding","402996:403892 Forward"
"Tb927.6.4180","hypothetical protein, conserved",0.7661365,0.804243696723693,"Not Significant",-0.7661365,0.156948187,1.70070922442255,NA,"PANTHER:PTHR21346;;query 73-148;description=null","1201473:1201922 Reverse"
"Tb927.8.3010","hypothetical protein, conserved",0.7661365,0.804243696723693,"Not Significant",-0.7661365,0.156948187,1.70070922442255,NA,"iprscan;ProDom:PD968187;;score=6.0E-5;query 131-412;description=null","903463:905676 Forward"
"Tb927.4.5040","dihydrolipoamide dehydrogenase, putative",0.7660138,0.804091728175629,"Not Significant",-0.7660138,0.157003116,1.70056458668396,NA,"InterPro:IPR000815 :Mercuric reductase;PRINTS:PR00945;;query 446-466;description=Mercuric reductase","1382357:1384174 Reverse"
"Tb927.4.810","expression site-associated gene (ESAG) protein, putative",0.7656704,0.566218890561092,"Not Significant",-0.7656704,0.271507049,1.70015985500656,NA,"Tb927.4.810 is included in the African trypanosome cell surface phylome and is a member of Fam52 (19 members)","228897:230348 Reverse"
"Tb927.10.13740","calcium-dependent lipid binding protein, putative",0.7647386,0.674350390993196,"Not Significant",-0.7647386,0.211665272,1.69906211957529,NA,"iprscan;PANTHER:PTHR10774:SF2;;score=6.7E-33;query 54-303;description=null","3356065:3357849 Reverse"
"Tb927.6.2180","hypothetical protein, conserved",0.7644444,0.565219141734881,"Not Significant",-0.7644444,0.27213278,1.69871567552595,NA,"mitochondrial localisation predicted by MitoCarta (PMID:20660476)","695576:696316 Forward"
"Tb927.10.10720","hypothetical protein, conserved",0.763979,0.654655175004422,"Not Significant",-0.763979,0.221485258,1.69816777402948,NA,"term=annotation;db_xref=PMID:21363968;date=20110218;qualifier=added_controlled_curation;qualifier=added_comment;curatorName=FLK","2604423:2605328 Reverse"
"Tb927.10.13840","hypothetical protein, conserved",0.7629014,0.576521370548822,"Not Significant",-0.7629014,0.265142062,1.69689982599749,NA,"term=annotation;date=20110228;qualifier=added_contro lled_curation;qualifier=added_comment;curatorName=FLK","3379246:3380274 Reverse"
"Tb927.4.2030","ALBA-Domain Protein",0.7625831,0.672296603379371,"Not Significant",-0.7625831,0.212668612,1.69652548241112,NA,"InterPro:IPR002775 :Alba, DNA/RNA-binding protein;Pfam:PF01918;;query 25-99;description=Alba, DNA/RNA-binding protein","510453:511106 Reverse"
"Tb927.5.4100","hypothetical protein, conserved",0.7625341,0.563662784167967,"Not Significant",-0.7625341,0.273109757,1.69646786223875,NA,"InterPro:IPR011046 :WD40 repeat-like;Superfamily:SSF50978;;query 128-512;description=WD40 repeat-like","1312937:1314481 Reverse"
"Tb927.5.830","hypothetical protein, conserved",0.7622405,0.576036322762739,"Not Significant",-0.7622405,0.265438355,1.69612265256399,NA,"Signal peptide","341994:343784 Forward"
"Tb927.7.7100","hypothetical protein",0.7610175,0.651815079162744,"Not Significant",-0.7610175,0.222938421,1.69468542643,NA,"term=annotation;db_xref=PMID:21363968;date=20110218;qualifier=added_controlled_curation;qualifier=added_comment;curatorName=FLK","2028561:2032337 Reverse"
"Tb927.3.5490","flagellar transport protein, putative",0.7609931,0.565768250497678,"Not Significant",-0.7609931,0.271788921,1.6946567648116,NA,"InterPro:IPR013026 :Tetratricopeptide region;SMART:SM00028;;query 67-100;description=Tetratricopeptide region","1535292:1537319 Forward"
"Tb927.11.4720","hypothetical protein, conserved",0.7608219,0.616737372301715,"Not Significant",-0.7608219,0.241692196,1.69445567725222,NA,"term=annotation;db_xref=PMID:21363968;date=20110218;qualifier=added_controlled_curation;qualifier=added_comment;curatorName=FLK","1359753:1360301 Could not determine strand"
"Tb927.1.2100","calpain-like cysteine peptidase, putative",0.7588188,0.595099472142375,"Not Significant",-0.7588188,0.254039078,1.69210465443785,NA,"similarity to calpain-like protein (curated by J. Mottram)","531583:535023 Forward"
"Tb927.3.2030","acylphosphatase, putative",0.7543097,0.610836773125296,"Not Significant",-0.7543097,0.244998388,1.68682428829631,NA,"InterPro:IPR001792 :Acylphosphatase;Pfam:PF00708;;query 18-88;description=Acylphosphatase","527847:528179 Reverse"
